代码,名称,县(区、市、旗),地区(市、州、盟),省(自治区、直辖市),中心经度(度),中心经度(分),中心经度(秒),中心纬度(度),中心纬度(分),中心纬度(秒),8.行业类别_代码,14.工业总产值（万元）,10.企业规模
520114551015G1520114g0913,贵阳小河捷成石材经营部,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,1,3
520114551015G1520114g0914,贵阳盛力丰贸易有限公司,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,4,3
520114551015G1520114g0915,贵阳市小河威龙腾程石材,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,3,3
520114551015G162224098100,贵州詹阳动力重工有限公司,小河区,贵阳市,贵州省,106,41,22,26,30,22,3613,50100,2
520114551015G177057472100,贵州闽泰石材有限公司,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,8,3
520114551015G177057720100,贵州红成石材贸易有限公司,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,8,3
520114551015G177058768800,贵州港龙冠源建材有限责任公司,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,3,3
520114551015G177533081400,贵州腾达石材有限公司,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,15,3
520114551015G1L0327836900,贵阳小河弘宇石材经营部,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,3,3
520114551015G1L0327901100,贵阳小河嘉宇石材经营部,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,30,3
520114551015G1L1286389300,贵阳小河通用石材经营部,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,8,3
520114551015G1L1286843200,贵州小河新万隆建材经营部,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,10,3
520114551201G1520114G0311,贵阳小河林润五金铸造厂,小河区,贵阳市,贵州省,106,41,48,26,30,4,3591,10,3
520114551201G172219368400,贵州君之堂制药有限公司,小河区,贵阳市,贵州省,106,41,40,26,30,56,2740,8800,3
520114551201G173098002000,贵州航天电器股份有限公司,小河区,贵阳市,贵州省,106,41,35,26,24,6,3924,462,3
520114551202G1520114G0305,张成粮油副食品加工厂,小河区,贵阳市,贵州省,106,40,17,26,30,12,1331,1.6,3
520114551202G166297886800,贵州致远汽车贸易有限责任公司,小河区,贵阳市,贵州省,106,40,21,26,29,54,3726,50,3
520114551202G173095422800,贵州风铃汽车服务有限公司,小河区,贵阳市,贵州省,106,40,9,26,29,49,3726,120,3
520114551202G179529582500,贵州通跃汽车销售服务有限公司,小河区,贵阳市,贵州省,106,30,15,26,30,12,3726,100,3
520114551202G1X2241893400,贵阳小河吉兴汽车修理厂,小河区,贵阳市,贵州省,106,40,45,26,30,8,3726,11.39,3
520114551203G1520114G0026,贵阳小河恒义汽车修理厂,小河区,贵阳市,贵州省,106,40,11,26,30,21,3726,15,3
520114551203G1520114G0027,贵阳小河兴寨汽车修理部,小河区,贵阳市,贵州省,106,42,10,26,30,9,3726,10,3
520114551203G1520114G0070,贵阳小河金叶汽车修理厂,小河区,贵阳市,贵州省,106,42,37,26,30,41,3726,8,3
520114551203G1520114G0233,小河奔程汽车修理厂,小河区,贵阳市,贵州省,106,42,2,26,30,23,3726,8,3
520114551203G1520114G0333,贵阳小河昌良汽车修理厂,小河区,贵阳市,贵州省,106,43,1,26,30,56,3726,15,3
520114551203G1520114G0335,贵铁二中汽车保养场,小河区,贵阳市,贵州省,106,42,15,26,30,39,3726,16,3
520114551203G1520114G0536,小河恒忠汽车修理厂,小河区,贵阳市,贵州省,106,42,34,26,30,43,3726,8,3
520114551203G1520114G0537,贵阳小河华军汽车修理服务部,小河区,贵阳市,贵州省,106,42,34,26,30,43,3726,3.5,3
520114551203G1520114G0538,贵阳小河王刚汽修厂,小河区,贵阳市,贵州省,106,42,35,26,30,42,3726,8.5,3
520114551203G1520114G0539,贵阳小河荣达汽车修理厂,小河区,贵阳市,贵州省,106,42,35,26,30,44,3726,7.6,3
520114551203G1520114G0540,贵阳小河永青汽车修理店,小河区,贵阳市,贵州省,106,42,34,26,30,43,3726,15,2
520114551203G170960897X00,贵州吉仁药业有限公司,小河区,贵阳市,贵州省,106,42,59,26,30,33,2740,500,3
520114551203G170962321300,贵州四杨汽车销售服务有限公司,小河区,贵阳市,贵州省,106,42,35,26,30,44,3726,10100,3
520114551203G171437788900,各样呢小河蓉蓉汽配汽修厂,小河区,贵阳市,贵州省,106,42,35,26,30,44,3726,9,3
520114551203G173095250500,贵阳小河夏天荣汽车修理厂,小河区,贵阳市,贵州省,106,43,6,26,30,52,3726,8,3
520114551203G175019281400,贵州泰达磨料有限公司,小河区,贵阳市,贵州省,106,43,1,26,30,56,3199,500,3
520114551203G175019382500,贵阳润通汽车服务有限公司,小河区,贵阳市,贵州省,106,40,31,26,33,17,3726,65,2
520114551203G175538417X00,贵阳小河区海虹汽车修理厂,小河区,贵阳市,贵州省,106,42,35,26,30,44,3726,20,3
520114551203G175539742100,贵州四杨日达汽车销售服务有限公司,小河区,贵阳市,贵州省,106,42,35,26,30,42,3726,50,3
520114551203G176138619800,贵州格奥玻璃工程有限公司,小河区,贵阳市,贵州省,106,42,59,26,30,33,3142,60,3
520114551203G177059449000,贵阳小河区易发汽车修理有限公司,小河区,贵阳市,贵州省,106,42,26,26,31,24,3726,106,3
520114551203G177059531100,贵州四扬丰田汽车销售服务有限公司,小河区,贵阳市,贵州省,106,42,15,26,30,39,3726,456,3
520114551203G177531029000,贵州同济堂制药有限公司,小河区,贵阳市,贵州省,106,42,20,26,31,19,2720,6022.04,2
520114551203G178975540X00,贵州忠航汽车修理有限公司,小河区,贵阳市,贵州省,106,42,35,26,30,44,3726,18,3
520114551204G1520114G0411,贵阳小河红石子砂石厂,小河区,贵阳市,贵州省,106,40,2,26,29,59,1019,13,3
520114551204G175535934500,贵阳厂发汽车贸易有限公司售后服务部,小河区,贵阳市,贵州省,106,40,30,26,29,12,3726,45,3
520114551204G177532940X00,贵阳小河区华兴汽车修理厂,小河区,贵阳市,贵州省,106,40,56,26,29,47,3726,38,3
520114551207G121452487000,贵阳荣新玻璃幕墙厂,小河区,贵阳市,贵州省,106,41,32,26,30,33,3412,200,3
520114551207G1520114G0071,贵阳小河宜诚汽车维修经营部,小河区,贵阳市,贵州省,106,42,37,26,30,42,3726,4,3
520114551207G1520114G0310,贵阳小河王祖武豆腐加工厂,小河区,贵阳市,贵州省,106,41,39,26,30,55,1392,7.2,3
520114551207G170968503500,贵阳小河鑫田汽车修理厂,小河区,贵阳市,贵州省,106,40,9,26,29,49,3726,0.8,3
520114551209G121456610600,贵阳经济技术开发区龙岩铸造厂,小河区,贵阳市,贵州省,106,42,52,26,30,15,3591,42.7,3
520114551209G1520114G0206,贵阳小河黔城砖厂,小河区,贵阳市,贵州省,106,43,5,26,30,16,3121,8.1,3
520114551209G1520114G0207,贵阳小河振宇标砖厂,小河区,贵阳市,贵州省,106,43,10,26,29,33,3121,26,3
520114551209G172213776200,贵阳福荣建筑材料有限公司,小河区,贵阳市,贵州省,106,43,12,26,29,31,1011,80,3
520114551209G175537421100,贵阳小河区小烂塘砂石厂,小河区,贵阳市,贵州省,106,43,12,26,29,31,1011,12,3
520114551209G178546157800,贵州同想胶业有限公司,小河区,贵阳市,贵州省,106,42,42,26,29,37,2990,230,3
520114551209G1L0325485000,贵阳小河恒业建材标砖厂,小河区,贵阳市,贵州省,106,42,48,26,29,7,3121,20,3
520114551209G1L0329943400,贵阳小河顺扬砂石厂,小河区,贵阳市,贵州省,106,43,13,26,29,10,1011,84,3
520114551210G1520114G0203,贵阳小河世敏苕粉加工店,小河区,贵阳市,贵州省,106,40,44,26,29,20,1391,8,3
520114551210G1520114G0205,贵阳小河康来旺食品厂,小河区,贵阳市,贵州省,106,41,48,26,30,4,1431,20,3
520114551210G166299678300,贵州航天凯峰科技有限责任公司贵阳分公司,小河区,贵阳市,贵州省,106,41,36,26,24,7,4062,6500,3
520114551210G170962802200,贵阳兴杭电线厂,小河区,贵阳市,贵州省,106,41,44,26,29,15,3931,4334,3
520114551210G172215707700,贵州凯通金属矿业有限公司,小河区,贵阳市,贵州省,106,41,44,26,29,15,1099,75,3
520114551210G1L0327530100,贵阳小河祺玥峰食品厂,小河区,贵阳市,贵州省,106,41,36,26,29,7,1419,4.5,3
520114551212G162223095100,贵阳经济技术开发区大忠砂厂,小河区,贵阳市,贵州省,106,43,13,26,28,50,1011,35.6,3
520114551212G174114180400,贵阳小河区大翔轻质建材,小河区,贵阳市,贵州省,106,43,17,26,28,24,3121,29.2,3
520114551212G176139684700,贵阳小河三鑫建材有限公司,小河区,贵阳市,贵州省,106,43,17,26,28,22,1011,20,3
520114551212G176606266X00,贵阳小河区禅屹建筑材料有限公司,小河区,贵阳市,贵州省,106,43,25,26,29,5,1011,55,3
520114551212G176608627400,贵阳小河金峥嵘砂石厂,小河区,贵阳市,贵州省,106,43,19,26,27,54,1011,6.5,3
520114551212G177057418200,贵阳市小河区新力无压溶解乙炔厂,小河区,贵阳市,贵州省,106,43,16,26,28,21,2614,120,3
520114552006G121445975700,贵阳电线厂,小河区,贵阳市,贵州省,106,39,2,26,29,21,3931,17594,2
520114552006G1520114G0016,贵阳小河自强汽修厂,小河区,贵阳市,贵州省,106,39,9,26,29,47,3726,8,3
520114552006G162221483900,贵州邦孚机电设备有限公司,小河区,贵阳市,贵州省,106,39,2,26,29,20,3520,657.6,3
520114552006G171438331400,主力电器（贵阳）有限公司,小河区,贵阳市,贵州省,106,39,9,26,29,25,3959,18246,2
520114552006G171438552000,贵阳添一味食品有限公司,小河区,贵阳市,贵州省,106,39,29,26,29,48,1399,355,3
520114552006G172217040700,贵州新昌精密机电有限公司,小河区,贵阳市,贵州省,106,39,16,26,29,52,3725,410,2
520114552006G174571518200,贵阳汉河电缆有限公司,小河区,贵阳市,贵州省,106,43,52,26,31,36,3931,33000,3
520114552006G175016502300,贵阳小河区顺利化工厂,小河区,贵阳市,贵州省,106,37,42,26,29,37,2619,60,3
520114552006G1L0328554200,贵阳达辉热贸有限公司,小河区,贵阳市,贵州省,106,39,36,26,30,6,3460,100,3
520114552010G121452245300,贵阳高原矿山机械厂,小河区,贵阳市,贵州省,106,39,36,26,30,7,3615,50,3
520114552010G121456708800,贵州省农业科学院肥料示范厂,小河区,贵阳市,贵州省,106,39,36,26,30,6,2624,252,3
520114552010G1520114G0517,贵阳小河新兴玻璃钢雨棚厂,小河区,贵阳市,贵州省,106,39,27,26,29,51,3148,5,3
520114552010G1520114G0518,张善强豆腐加工,小河区,贵阳市,贵州省,106,39,37,26,29,53,1392,0.8,3
520114552010G1520114G0523,贵阳小河德鑫水泥砖厂,小河区,贵阳市,贵州省,106,39,38,26,29,37,3121,15,3
520114552010G166297719500,贵阳力波机械传动有限公司热处理车间,小河区,贵阳市,贵州省,106,39,36,26,30,6,3460,46,3
520114552010G178978513100,贵阳春秋实业有限公司小河分公司,小河区,贵阳市,贵州省,106,39,27,26,29,42,1540,10,3
520114552010G1L1287319400,贵阳小河鑫源食品厂,小河区,贵阳市,贵州省,106,39,27,26,29,6,1391,2.5,3
520114552213G121456365000,贵阳幼亚装饰厂,小河区,贵阳市,贵州省,106,39,16,26,29,52,2029,62.5,3
520114552213G1520114G0501,吴兵打砂厂,小河区,贵阳市,贵州省,106,38,42,26,29,34,1019,13,3
520114552213G1520114G0502,徐自利水泥空心砖厂,小河区,贵阳市,贵州省,106,39,24,26,29,40,3121,3,3
520114552214G152011429000,贵阳小河区新友建材厂,小河区,贵阳市,贵州省,106,38,42,26,29,34,1011,30,3
520114552215G121441976300,贵阳太阳工业气体有限责任公司,小河区,贵阳市,贵州省,106,38,42,26,29,32,2619,513.2,3
520121000000G121443020900,贵州开磷矿业总公司,开阳县,贵阳市,贵州省,106,51,5,27,7,6,1020,113050,1
520121000000G121572006400,贵州开阳宜宏股份合作公司,开阳县,贵阳市,贵州省,106,59,35,27,3,0,3111,1012,3
520121000000G121572014400,贵州开阳磷城磷化工有限公司,开阳县,贵阳市,贵州省,106,57,22,27,5,50,2619,0,3
520121000000G121572037100,贵州开阳白马磷肥有限公司,开阳县,贵阳市,贵州省,106,45,1,26,58,24,2622,12215.6,3
520121000000G121572089X00,开阳县供水排水总公司,开阳县,贵阳市,贵州省,106,56,27,27,4,24,4610,480,3
520121000000G121572126X00,开阳县金中面粉厂,开阳县,贵阳市,贵州省,106,51,8,27,7,19,1431,9,3
520121000000G121572132300,开阳县金中镇中心劳动服务公司,开阳县,贵阳市,贵州省,106,51,8,27,7,14,2619,0,3
520121000000G121572134x00,贵州省开阳县金中化工厂,开阳县,贵阳市,贵州省,106,51,8,27,7,19,1020,243,3
520121000000G121572260900,贵州省开阳磷化工有限公司,开阳县,贵阳市,贵州省,106,51,38,27,3,40,2613,11654,3
520121000000G121572338800,贵州开阳磷源矿业有限责任公司,开阳县,贵阳市,贵州省,106,51,8,27,7,19,1020,3430,2
520121000000G123572310X00,贵州省开阳县安达磷化工有限公司,开阳县,贵阳市,贵州省,106,56,22,27,4,40,2619,25719.7,2
520121000000G142995012100,开阳县人民医院,开阳县,贵阳市,贵州省,106,44,17,26,46,20,4430,10,3
520121000000G152002102100,开阳县高寨乡陡山煤矿,开阳县,贵阳市,贵州省,107,10,25,26,50,13,610,0,3
520121000000G1520121G0001,天元水泥标砖厂,开阳县,贵阳市,贵州省,107,10,8,27,9,41,3121,25,3
520121000000G1520121G0002,团山标砖厂,开阳县,贵阳市,贵州省,106,57,22,27,3,27,3121,20,3
520121000000G1520121G0003,万军标砖厂,开阳县,贵阳市,贵州省,107,4,50,27,0,40,3121,30,3
520121000000G1520121G0004,开阳县南龙乡岩鹰湾标砖厂,开阳县,贵阳市,贵州省,107,4,56,27,0,44,3121,9,3
520121000000G1520121G0005,王剑秋酿酒厂(原刘长军白酒加工),开阳县,贵阳市,贵州省,107,10,25,26,50,13,1521,5,3
520121000000G1520121G0006,唐老九酒厂(原张小军酿酒厂),开阳县,贵阳市,贵州省,106,55,13,26,56,2,1521,3,3
520121000000G1520121G0007,马成云酒厂(原王明华酒厂),开阳县,贵阳市,贵州省,107,10,9,27,9,44,1521,3,3
520121000000G1520121G0008,沈绍举酒厂(原刘长顺白酒加工),开阳县,贵阳市,贵州省,106,58,57,27,17,58,1521,12,3
520121000000G1520121G0009,王代举酒厂(原李贵勇白酒加工),开阳县,贵阳市,贵州省,106,54,50,27,8,25,1521,7,3
520121000000G1520121G0010, 开阳县顶方来师酒厂(原李永利酒厂),开阳县,贵阳市,贵州省,106,57,20,27,3,25,1521,12,3
520121000000G1520121G0011,开阳县顶方乾生酒厂,开阳县,贵阳市,贵州省,106,57,20,27,3,25,1521,2.4,3
520121000000G1520121G0012,开阳县鱼上酒厂(原王军酒厂),开阳县,贵阳市,贵州省,106,57,24,27,3,25,1521,18,3
520121000000G1520121G0013,开阳县石头酒厂(原张勇酒厂),开阳县,贵阳市,贵州省,106,58,27,27,4,35,1521,12,3
520121000000G1520121G0014,贵阳市开阳县禾丰乡岩脚煤矿,开阳县,贵阳市,贵州省,106,55,18,26,56,3,610,0,3
520121000000G1520121G0015,开阳县芳棚宏庆酒厂（原酒鬼酒坊）,开阳县,贵阳市,贵州省,106,51,6,27,7,17,1521,0,3
520121000000G1520121G0016,开阳县冯三镇马头坡煤矿,开阳县,贵阳市,贵州省,107,0,6,27,10,2,610,0,3
520121000000G1520121G1009,陈波酒厂,开阳县,贵阳市,贵州省,106,54,52,27,8,28,1521,3,3
520121000000G1520121G2201,昌隆砂石厂,开阳县,贵阳市,贵州省,107,8,21,27,11,7,1019,0,3
520121000000G1520121G3035,开阳县城关镇后林坡砂石厂,开阳县,贵阳市,贵州省,106,57,28,27,3,21,1019,50,3
520121000000G1520121G3038,开阳县许明才木材加工厂,开阳县,贵阳市,贵州省,106,57,20,27,3,25,2011,7,3
520121000000G1520121G3041,南中标砖厂,开阳县,贵阳市,贵州省,106,57,28,27,3,28,3121,0,3
520121000000G1520121G3042,闽航页岩砖厂,开阳县,贵阳市,贵州省,106,57,28,27,3,27,3131,,3
520121000000G1520121G3045,南门外酒厂,开阳县,贵阳市,贵州省,106,57,20,27,4,21,1521,0,3
520121000000G1520121G3049,河南豆制品加工店,开阳县,贵阳市,贵州省,106,57,27,27,3,25,1392,0,3
520121000000G1520121G3060,陈家坡砂石厂,开阳县,贵阳市,贵州省,106,57,28,27,3,21,1019,0,3
520121000000G1520121G3061,开阳县联兴砂石厂,开阳县,贵阳市,贵州省,106,57,28,27,3,21,1019,80,3
520121000000G1520121G3097,城西标砖厂,开阳县,贵阳市,贵州省,106,57,28,27,3,21,3121,100,3
520121000000G1520121G3306,张柱华酒厂,开阳县,贵阳市,贵州省,107,10,7,27,9,40,1521,18,3
520121000000G1520121G3307,花梨食品酒厂,开阳县,贵阳市,贵州省,107,10,7,27,9,40,1521,13.5,3
520121000000G1520121G3308,陈正刚酿酒厂,开阳县,贵阳市,贵州省,107,10,7,27,9,40,1521,24,3
520121000000G1520121G4003,开阳县龙岗镇白鸡坡砂厂烂冲采场,开阳县,贵阳市,贵州省,107,6,59,26,52,54,1019,40,3
520121000000G1520121G4004,开阳县龙岗镇白鸡坡砂厂,开阳县,贵阳市,贵州省,107,6,59,26,52,54,1019,40,3
520121000000G1520121G4006,开阳县龙岗砂石厂,开阳县,贵阳市,贵州省,107,6,59,26,52,54,1019,60,3
520121000000G1520121G5004,开阳县冯三镇上寨砂石厂,开阳县,贵阳市,贵州省,107,0,5,27,10,2,1019,12,3
520121000000G1520121G6604,张子祥酒厂,开阳县,贵阳市,贵州省,106,55,13,26,56,1,1521,1,3
520121000000G1520121G6606,三合砂厂,开阳县,贵阳市,贵州省,106,56,12,26,56,11,1019,12.5,3
520121000000G1520121G7001,杨义砂厂,开阳县,贵阳市,贵州省,107,6,59,27,18,1,1019,10,3
520121000000G1520121G7002,开阳天军砂石厂,开阳县,贵阳市,贵州省,107,6,59,27,18,1,1019,30,3
520121000000G1520121G8002,开阳县毛云乡岩脚煤矿,开阳县,贵阳市,贵州省,107,9,59,26,58,50,610,0,3
520121000000G1520121G9002,开阳县高寨乡谷丰砂石厂,开阳县,贵阳市,贵州省,107,10,25,26,50,13,1019,40,3
520121000000G162252822100,开阳县万方磨料磨具厂,开阳县,贵阳市,贵州省,106,58,49,27,17,50,1013,0,3
520121000000G162252823X00,贵州开阳双阳磷矿有限公司,开阳县,贵阳市,贵州省,106,51,8,27,7,19,1020,7200,2
520121000000G166295556X00,贵州亚世亚化工有限公司,开阳县,贵阳市,贵州省,106,51,36,27,3,40,1494,945,3
520121000000G166297732000,贵州开阳磷都精细化工有限公司,开阳县,贵阳市,贵州省,106,51,38,27,3,40,2619,1333,3
520121000000G166695086200,贵州开阳长立工贸发展有限公司,开阳县,贵阳市,贵州省,106,45,12,26,58,30,1013,90,3
