代码,名称,县(区、市、旗),地区(市、州、盟),省(自治区、直辖市),中心经度(度),中心经度(分),中心经度(秒),中心纬度(度),中心纬度(分),中心纬度(秒),8.行业类别_代码,14.工业总产值（万元）,10.企业规模
520113100204G178018953600,贵阳白云港发食品有限公司,白云区,贵阳市,贵州省,106,41,32,26,41,19,1419,30,3
520113100204G178548105000,贵阳雨娇纸制品厂,白云区,贵阳市,贵州省,106,38,54,26,40,21,2239,5,3
520113100204G179884141400,贵阳市精诚不定型耐火材料厂,白云区,贵阳市,贵州省,106,37,56,26,40,27,3169,30,3
520113100204G1L1289759100,贵阳白云昌德米粉厂,白云区,贵阳市,贵州省,106,31,29,26,40,33,1431,6,3
520113100205G1520113G0097,贵阳白云明生汽修厂,白云区,贵阳市,贵州省,106,38,30,26,41,0,3726,10,3
520113100205G1520113G0106,贵阳市白云区向阳汽修部,白云区,贵阳市,贵州省,106,37,39,26,40,0,3726,16.8,3
520113100205G1520113G0116,贵阳白云万运汽车修理厂,白云区,贵阳市,贵州省,106,38,30,26,40,0,3726,3,3
520113100205G1520113G0120,贵阳市白云区高强汽修厂,白云区,贵阳市,贵州省,106,40,29,26,39,12,3726,2.5,3
520113100205G173096988400,贵阳白云雅洁纸品厂,白云区,贵阳市,贵州省,106,37,52,26,40,27,2239,60,3
520113100206G121449312X00,贵阳水泥有限责任公司,白云区,贵阳市,贵州省,106,33,51,26,40,57,3111,8448.1,2
520113100206G121462532100,贵阳市白云区曹关砖厂,白云区,贵阳市,贵州省,106,41,32,26,40,19,3131,180,3
520113100206G166698644300,贵阳白云正雄汽车修理厂,白云区,贵阳市,贵州省,106,37,39,26,40,0,3726,1.5,3
520113100207G1520113G0102,贵州省消防学校汽车修理所,白云区,贵阳市,贵州省,106,42,0,26,42,0,3726,6,3
520113100207G1520113G0127,贵阳市白云区齐刚汽修厂,白云区,贵阳市,贵州省,106,42,40,26,42,0,3726,13,3
520113100207G170963998700,贵阳市白云区自来水公司,白云区,贵阳市,贵州省,106,42,7,26,42,13,4610,1189.8,3
520113100207G174570399000,贵阳白云卉富红兴页岩砖厂,白云区,贵阳市,贵州省,106,37,30,26,40,28,3131,20.4,3
520113100207G174571299300,重庆泰枫建筑材料有限公司,白云区,贵阳市,贵州省,106,38,18,26,41,58,3131,29.03,3
520113100207G177531626200,贵阳市白云区新隆鑫纸品厂,白云区,贵阳市,贵州省,106,37,57,26,40,28,2239,8,3
520113100207G1L1286322800,贵阳市白云区华隆汽修厂,白云区,贵阳市,贵州省,106,42,0,26,42,0,3726,40,3
520113100208G1520113G0082,贵阳市白云区大发汽修部,白云区,贵阳市,贵州省,106,42,0,26,42,0,3726,3,3
520113100208G1520113G0086,贵阳市白云区成宏汽修部,白云区,贵阳市,贵州省,106,42,0,26,42,0,3726,16,3
520113100208G1520113G0087,白云区民安汽修厂,白云区,贵阳市,贵州省,106,37,30,26,40,0,3726,7,3
520113100208G1520113G0088,贵阳市白云区小能汽修店,白云区,贵阳市,贵州省,106,37,30,26,40,0,3726,8,3
520113100208G1520113G0095,贵阳市白云区永利汽修厂,白云区,贵阳市,贵州省,106,37,30,26,40,0,3726,9.6,3
520113100208G1520113G0096,白云区光明汽修部,白云区,贵阳市,贵州省,106,37,30,26,40,0,3726,4,3
520113100208G1520113G0107,贵阳白云泰利汽修厂,白云区,贵阳市,贵州省,106,42,0,26,42,0,3726,18,3
520113100208G1520113G0117,贵阳市白云区鸿发汽修部,白云区,贵阳市,贵州省,106,40,29,26,39,12,3726,3,3
520113100208G1520113G0118,白云区超越汽修部,白云区,贵阳市,贵州省,106,40,29,26,39,12,3726,4,3
520113100208G1520113G0121,贵阳市白云区永久汽修部,白云区,贵阳市,贵州省,106,40,21,26,39,18,3726,5,3
520113100208G1520113G0124,贵阳市白云区双林汽修部,白云区,贵阳市,贵州省,106,42,1,26,39,3,3726,5,3
520113100208G1L1286052900,贵阳白云区众诚汽修厂,白云区,贵阳市,贵州省,106,37,39,26,40,0,3726,5,3
520113100211G1520113G0119,贵阳市白云区德祥汽修厂,白云区,贵阳市,贵州省,106,40,28,26,39,41,3726,2,3
520113100211G1520113G0132,贵阳泰百建材有限公司,白云区,贵阳市,贵州省,106,37,30,26,40,0,3131,85,3
520113101000G170968467300,贵阳白云宏峰磷酸盐厂,白云区,贵阳市,贵州省,106,37,30,26,42,30,2613,305.5,3
520113101000G171436799800,贵州瀑布风味食品有限公司,白云区,贵阳市,贵州省,106,37,30,26,42,30,1370,1800,3
520113101000G176138907300,贵阳白云合众矿业有限公司,白云区,贵阳市,贵州省,106,31,29,26,40,38,3112,90,3
520113101001G166696364700,贵阳白云氟化盐有限责任公司,白云区,贵阳市,贵州省,106,31,52,26,40,24,2613,10000,2
520113101201G162220005800,贵州泛德制药有限公司,白云区,贵阳市,贵州省,106,37,30,26,42,30,2720,1804,3
520113101201G170963955700,贵阳白云银星化工厂,白云区,贵阳市,贵州省,106,37,30,26,42,37,2661,6400,3
520113101201G174114731700,贵州鑫铜博电子有限公司,白云区,贵阳市,贵州省,106,37,30,26,42,30,3460,2591.8,3
520113101201G174574222800,贵阳白云中信磨料厂,白云区,贵阳市,贵州省,106,37,30,26,42,30,3199,58,3
520113101201G174574952600,贵州泰华钢结构有限公司,白云区,贵阳市,贵州省,106,37,30,26,42,30,3411,1281.7,3
520113101201G175536649X00,贵州立创兴科合金有限公司（贵阳瑞兴科技有限公司）,白云区,贵阳市,贵州省,106,37,30,26,42,30,3340,2074,3
520113101201G175537315500,贵州雅德利新材料有限责任公司,白云区,贵阳市,贵州省,106,37,30,26,42,30,3133,128,3
520113101201G178545685900,贵州鲁阳节能材料有限公司,白云区,贵阳市,贵州省,106,37,30,26,42,30,3169,3700,3
520113101201G178545841600,贵州威顿晶磷电子材料有限公司,白云区,贵阳市,贵州省,106,37,30,26,42,30,2611,1371,3
520113101204G175016205X00,贵州丰利肉类加工有限公司,白云区,贵阳市,贵州省,106,31,30,26,40,39,1351,180,2
520113101205G121459769000,贵阳市福利工业公司大华磨料厂,白云区,贵阳市,贵州省,106,37,30,26,42,30,3199,400,3
520113101205G121462134700,贵州三占集团实业有限公司,白云区,贵阳市,贵州省,106,37,30,26,42,30,3230,10190,2
520113101205G172216443700,贵阳白云景宏玻璃有限责任公司,白云区,贵阳市,贵州省,106,37,33,26,42,30,3145,2822.4,3
520113101205G174570127400,贵阳娃哈哈饮料有限公司,白云区,贵阳市,贵州省,106,37,30,26,46,39,1533,22301,2
520113101205G179529930800,贵阳柏丝特化工有限公司,白云区,贵阳市,贵州省,106,37,1,26,43,31,2631,2002,3
520113101207G166295451600,贵阳白云兴联陶瓷厂,白云区,贵阳市,贵州省,106,37,30,26,42,30,3159,90,3
520113101207G172217696400,贵阳市白云闽筑砖厂,白云区,贵阳市,贵州省,106,37,31,26,42,34,3131,386,3
520113101207G176135375900,贵阳白云兴航页岩砖厂,白云区,贵阳市,贵州省,106,37,35,26,42,31,3131,356,3
520113101208G121443597400,贵州新兴有机复合肥厂,白云区,贵阳市,贵州省,106,37,30,26,42,30,2624,3512.7,3
520113102000G162225400500,贵阳白云磨料有限公司,白云区,贵阳市,贵州省,106,31,3,26,40,43,3199,1452,3
520113102000G170963911900,贵阳白云志合工业用皂厂,白云区,贵阳市,贵州省,106,41,2,26,40,43,2671,100,3
520113102001G121462703600,贵阳白云源泉磨料磨具有限公司,白云区,贵阳市,贵州省,106,41,2,26,40,43,3199,309,3
520113102201G121447329200,贵州省沙子哨果树园艺场,白云区,贵阳市,贵州省,106,41,15,26,44,0,3169,78,3
520113102201G121462233100,贵州专用磨料厂,白云区,贵阳市,贵州省,106,41,15,26,44,0,3199,316,3
520113102201G1520113G0089,沙文汽修厂,白云区,贵阳市,贵州省,106,41,15,26,44,0,3726,1.8,3
520113102201G1520113G0094,贵阳市白云区老么汽修部,白云区,贵阳市,贵州省,106,41,15,26,44,0,3726,5,3
520113102201G1520113G0101,贵阳白云龙发汽车修理厂,白云区,贵阳市,贵州省,106,41,15,26,44,0,3726,3,3
520113102201G1520113G0104,白云念平汽修厂,白云区,贵阳市,贵州省,106,41,15,26,44,0,3726,9,3
520113102206G166299493X00,贵州银都特种铝酸盐有限公司（凯诺斯（中国）铝酸盐技术有限公司贵阳第一分公司）,白云区,贵阳市,贵州省,106,41,25,26,44,8,3169,3322,2
520113102206G170951086800,贵阳白沙水泥厂,白云区,贵阳市,贵州省,106,41,21,26,44,37,3111,1060,3
520113102206G173663350500,贵阳白云勇鑫贸易有限公司,白云区,贵阳市,贵州省,106,38,0,26,43,0,3191,60.8,3
520113102208G121462430200,贵州创佳耐火保温材料有限公司,白云区,贵阳市,贵州省,106,41,15,26,44,0,3169,150,3
520113102208G176139099800,贵州富山实业有限公司,白云区,贵阳市,贵州省,106,41,15,26,44,0,3199,1259.9,3
520113102209G1520113G0129,沙文镇新寨村砂石厂,白云区,贵阳市,贵州省,106,41,1,26,40,41,3112,54,3
520113102210G175016276200,贵州白云福地有色金属有限公司,白云区,贵阳市,贵州省,106,41,15,26,44,10,3312,2990,3
520113102210G176605821400,贵阳白云粤黔制漆厂,白云区,贵阳市,贵州省,106,41,3,26,40,43,2641,30,3
520113102210G177058672200,贵阳白云云山碳素厂,白云区,贵阳市,贵州省,106,41,3,26,40,42,3191,43.3,3
520113102211G121446226X00,贵阳第二玻璃厂,白云区,贵阳市,贵州省,106,41,15,26,44,7,3145,4000,3
520113102211G121462536400,贵阳白云福航轧钢厂,白云区,贵阳市,贵州省,106,41,2,26,40,41,3230,800,3
520113102211G1520113G0100,白云清祥修理厂,白云区,贵阳市,贵州省,106,41,15,26,44,0,3726,4,3
520113102211G1520113G0126,白云清祥修理厂,白云区,贵阳市,贵州省,106,41,15,26,44,0,3726,3,3
520113102211G175015469000,贵阳长乐钢铁有限公司,白云区,贵阳市,贵州省,106,38,30,26,43,28,3220,20038.5,3
520113102212G121447574900,贵阳新兴节能产品厂,白云区,贵阳市,贵州省,106,41,5,26,40,41,3147,49,3
520113102212G121462545200,贵阳白云昌达碳素厂,白云区,贵阳市,贵州省,106,41,15,26,44,1,3191,865,3
520113102212G171438933700,贵阳市白云黄山防水材料厂,白云区,贵阳市,贵州省,106,41,15,26,44,0,3134,13,3
520113102212G176607460100,贵州亚龙生物科技发展有限公司,白云区,贵阳市,贵州省,106,41,2,26,40,43,2625,151,3
520113102212G178017042100,贵州佳宜腐植酸化工有限公司,白云区,贵阳市,贵州省,106,41,2,26,40,41,2625,150,3
520113102213G1520113G0078,贵阳白云明杨磨料厂,白云区,贵阳市,贵州省,106,41,22,26,44,9,3199,12,3
520113102213G1520113G0079,贵阳白云四方磨料厂,白云区,贵阳市,贵州省,106,41,1,26,40,42,3199,5,3
520113102213G1L0327167700,贵阳白云永安磨料厂,白云区,贵阳市,贵州省,106,41,28,26,40,37,3199,10,3
520113102214G170968308000,贵阳白云干田砖厂,白云区,贵阳市,贵州省,126,31,3,26,40,43,3131,180,3
520113102214G177056568100,贵阳白云科创耐火材料厂,白云区,贵阳市,贵州省,106,41,15,26,44,0,3169,43.8,3
520113102215G121462037900,贵阳诚信耐火材料厂,白云区,贵阳市,贵州省,106,41,16,26,44,5,3169,485,3
520113200000G175536629700,贵州汇新科技发展有限公司,白云区,贵阳市,贵州省,106,42,0,26,42,0,3713,6000,3
520113200000G178018876000,贵州福新机械工业有限公司,白云区,贵阳市,贵州省,106,31,0,26,41,0,3713,1800,3
520113200201G121462113600,贵州省白云特种水泥厂,白云区,贵阳市,贵州省,106,42,13,26,42,15,3111,1500,2
520113200201G1520113G0084,白云顺红汽修厂,白云区,贵阳市,贵州省,106,42,0,26,42,0,3726,2,3
520113200201G167071255X00,贵州银都特种铝酸盐有限公司白云分公司,白云区,贵阳市,贵州省,106,42,4,26,42,56,3111,1457.8,3
520113200201G174113674900,贵州白云都拉美久玻璃厂,白云区,贵阳市,贵州省,106,42,13,26,42,15,3145,138,3
520113200201G1L0327511700,贵阳市白云区洪荣无压溶解乙炔厂,白云区,贵阳市,贵州省,106,30,11,26,42,25,2614,54,3
520113200202G175538339600,贵阳瑞丰冷饮食品厂,白云区,贵阳市,贵州省,106,42,0,26,42,0,1492,30,3
520113200204G121462510200,贵阳白云鞍山砖厂,白云区,贵阳市,贵州省,106,42,0,26,42,0,3131,91.4,3
520113200204G162220119x00,贵阳华加精细矿业有限公司,白云区,贵阳市,贵州省,106,42,0,26,42,0,1020,1000,3
520113200205G121462584X00,贵阳白云龙胜锻轧厂,白云区,贵阳市,贵州省,106,42,0,26,42,0,3592,18.9,3
520113200205G1520113G0131,贵阳市白云区恒阳酿造厂,白云区,贵阳市,贵州省,106,42,0,26,42,7,1462,2.4,3
520113200206G170968499900,贵阳白云凤山砖厂,白云区,贵阳市,贵州省,106,42,11,26,42,27,3131,350,3
520113200207G170968335500,贵阳市白云林家湾砖厂,白云区,贵阳市,贵州省,106,42,0,26,42,0,3131,311,3
520113201203G127462099300,贵阳白云大理石厂,白云区,贵阳市,贵州省,106,45,0,26,44,50,3133,72.6,3
520113201203G176139123700,贵州仙农健康食品有限公司,白云区,贵阳市,贵州省,106,45,0,26,44,50,1393,11,3
520113201212G1520113G0130,罗占茂小理石厂,白云区,贵阳市,贵州省,106,45,0,26,44,50,3133,2.5,3
520114000000G121440108800,贵州永红航空机械有限责任公司,小河区,贵阳市,贵州省,106,43,52,26,31,36,3761,15126,2
520114000000G121440131x00,贵州枫阳液压有限责任公司,小河区,贵阳市,贵州省,106,42,31,26,30,14,3761,10907,1
520114000000G121440502x00,贵州红林机械有限公司,小河区,贵阳市,贵州省,106,42,34,26,30,12,3761,39793,2
520114000000G121440527--3,贵州华阳电工有限公司,小河区,贵阳市,贵州省,106,42,27,26,30,51,3761,9533,2
520114000000G121440560100,贵阳华烽电器有限公司,小河区,贵阳市,贵州省,106,43,52,26,31,36,3761,18009,2
520114000000G121440566000,贵阳黔江机械厂,小河区,贵阳市,贵州省,106,42,13,26,32,5,3761,7310,2
520114000000G121440660400,贵州航天控制技术有限公司,小河区,贵阳市,贵州省,103,36,,26,11,,3762,30000,2
520114000000G121445581x00,贵州高山高强度螺栓有限公司,小河区,贵阳市,贵州省,106,43,52,26,31,36,3582,568,3
520114000000G121445889303,贵阳市供水总公司中曹水厂,小河区,贵阳市,贵州省,106,40,57,26,30,7,4610,5707.7,3
520114000000G121445975--7,贵阳电线厂有限公司,小河区,贵阳市,贵州省,106,36,53,26,25,42,3931,26049,2
520114000000G121447620--7,贵州电力线路器材厂,小河区,贵阳市,贵州省,106,43,52,26,31,36,3931,58000,2
520114000000G121449314--2,贵阳海信电子有限公司,小河区,贵阳市,贵州省,106,6,9,26,4,8,4071,161847.6,2
520114000000G121452245300,贵阳高原矿山机械厂,小河区,贵阳市,贵州省,106,39,36,26,30,7,3615,32,3
520114000000G121455866--7,贵州高强度紧固件制造公司,小河区,贵阳市,贵州省,106,43,52,26,31,36,3582,850,3
520114000000G121456365000,贵阳幼亚装饰厂,小河区,贵阳市,贵州省,106,39,16,26,29,52,3124,420,3
520114000000G145535115900,贵州大有风机实业有限公司,小河区,贵阳市,贵州省,106,43,52,26,31,36,3571,947.8,3
520114000000G162221161100,贵州五华建材有限公司,小河区,贵阳市,贵州省,106,43,18,26,31,53,3121,3093,3
520114000000G162223095100,贵阳经济技术开发区大忠砂石厂,小河区,贵阳市,贵州省,106,43,13,26,28,50,1019,67,3
520114000000G162224098--1,贵州詹阳动力重工有限公司,小河区,贵阳市,贵州省,106,43,52,26,31,36,3613,70100,2
520114000000G166299153600,贵州星恒新型建材有限公司,小河区,贵阳市,贵州省,106,42,44,26,31,34,2661,1480,3
520114000000G166299311x00,贵阳永力轴承有限公司,小河区,贵阳市,贵州省,106,43,52,26,31,36,3551,7500,2
520114000000G167071668100,贵阳鑫恒泰实业有限公司,小河区,贵阳市,贵州省,106,43,32,26,31,28,3583,2000,3
520114000000G168018131800,贵州华冠建材有限公司,小河区,贵阳市,贵州省,106,21,52,26,36,15,3139,1,3
520114000000G168395815300,贵阳小河区鑫磊建材有限公司,小河区,贵阳市,贵州省,106,44,13,26,25,42,3122,1800,3
520114000000G168396987200,贵州华阳精工机电有限公司,小河区,贵阳市,贵州省,106,42,29,26,32,46,3999,140,3
520114000000G169273951800,贵阳小河区金鼎铸造有限责任公司,小河区,贵阳市,贵州省,106,39,15,26,18,16,3523,30,3
520114000000G171430332900,贵州西南工具（集团）有限公司,小河区,贵阳市,贵州省,106,42,26,26,30,38,3421,31174,2
520114000000G171437710--9,贵州贵航汽车零部件股份有限公司华阳电器公司,小河区,贵阳市,贵州省,106,43,52,26,31,36,3725,9500,1
520114000000G171437719--2,贵州贵航汽车零部件股份有限公司永红散热器公司,小河区,贵阳市,贵州省,106,43,52,26,31,36,3725,11407,2
520114000000G171437776600,贵阳航空电机有限公司,小河区,贵阳市,贵州省,106,41,48,26,31,11,3761,50468,2
520114000000G172213776--2,贵阳福荣建筑材料有限公司,小河区,贵阳市,贵州省,106,43,10,26,29,50,1011,130,3
520114000000G172217145000,贵阳黔江热表处理厂,小河区,贵阳市,贵州省,106,43,52,26,31,36,3460,210,3
520114000000G172217448300,贵州航天电子科技有限公司,小河区,贵阳市,贵州省,103,36,23,26,11,36,3762,20113,2
520114000000G172219368--4,贵州君之堂制药有限公司,小河区,贵阳市,贵州省,106,43,52,26,31,36,2740,12100,2
520114000000G173098002000,贵州航天电器股份有限公司,小河区,贵阳市,贵州省,103,30,25,26,11,27,3924,29128,2
520114000000G173098831--3,贵阳华科电镀有限公司,小河区,贵阳市,贵州省,106,43,28,26,30,45,3460,1247,3
520114000000G174111595600,贵阳诚贵混凝土有限公司,小河区,贵阳市,贵州省,106,42,26,26,31,24,3121,58,3
520114000000G174571518--2,贵阳汉河电缆有限公司,小河区,贵阳市,贵州省,106,43,52,26,31,36,3931,28577.4,2
520114000000G176139684700,贵阳小河区三鑫建材有限公司,小河区,贵阳市,贵州省,106,43,25,26,28,57,1011,10,1
520114000000G176608627400,贵阳小河区峥嵘砂石厂,小河区,贵阳市,贵州省,106,43,20,26,27,45,1011,8.5,3
520114000000G176609955000,贵州贵材创新铝业有限公司,小河区,贵阳市,贵州省,106,42,17,26,28,15,3489,291.9,3
520114000000G177531029--0,贵州同济堂制药有限公司,小河区,贵阳市,贵州省,106,43,52,26,31,36,2710,10536.7,2
520114000000G178017835100,贵州航天风华精密设备有限公司,小河区,贵阳市,贵州省,103,36,33,26,11,25,4290,54089,1
520114000000G178978617--7,贵阳安大宇航材料工程有限公司,小河区,贵阳市,贵州省,106,39,15,26,28,16,3529,4000,3
520114000000G179526502--8,贵州劲嘉新型包装材料有限公司,小河区,贵阳市,贵州省,106,41,19,27,28,19,2319,7000,2
520114000000G1L0329943400,贵阳小河顺杨砂石厂,小河区,贵阳市,贵州省,106,43,25,26,28,57,1011,6,3
520114000000G1L2101554600,贵阳小河康来旺食品厂,小河区,贵阳市,贵州省,106,40,48,26,30,4,1431,15,3
520114550001G172216793700,贵阳广航铸造有限公司,小河区,贵阳市,贵州省,106,43,52,26,31,36,3351,3188.5,3
520114550002G121440108800,贵州永红航空机械有限责任公司,小河区,贵阳市,贵州省,106,42,35,26,30,44,3761,30141,2
520114550002G171430332900,贵州西南工具（集团）有限公司,小河区,贵阳市,贵州省,106,42,26,26,30,38,3421,48000,2
520114550002G171437719200,贵州贵航汽车零部件股份有限公司永红散热器公司,小河区,贵阳市,贵州省,106,42,35,26,30,44,3725,11193,2
520114550004G121440560100,贵州华烽电器有限公司,小河区,贵阳市,贵州省,106,43,52,26,31,36,3761,15035,2
520114550004G121442210200,贵州佳美新化工材料厂,小河区,贵阳市,贵州省,106,42,24,26,31,26,2662,89,3
520114550004G121445581X00,贵州高强度螺栓厂,小河区,贵阳市,贵州省,106,42,30,26,31,20,3582,1259.6,2
520114550004G121449586200,贵州鼎立机械电子有限公司,小河区,贵阳市,贵州省,106,42,32,26,31,20,3671,726,3
520114550004G170962913X00,贵阳烽光实业公司聚乙稀建材管加工厂,小河区,贵阳市,贵州省,106,42,44,26,32,40,3020,19.8,3
520114550004G170968573X00,贵阳华烽有色铸造有限公司,小河区,贵阳市,贵州省,106,42,26,26,31,24,3591,852,3
520114550004G171436382300,贵阳维隆塑胶电器厂,小河区,贵阳市,贵州省,106,42,32,26,31,20,3060,584.6,3
520114550004G174111595600,贵阳诚贵混凝土有限公司,小河区,贵阳市,贵州省,106,42,26,26,31,24,3121,78.5,3
520114550005G121445661X00,贵阳轴承厂,小河区,贵阳市,贵州省,106,42,19,26,31,9,3551,4628,2
520114550005G162220358200,三井华阳汽车配件有限公司,小河区,贵阳市,贵州省,106,42,26,26,30,46,3725,19549,2
520114550005G1L0328554200,贵阳达辉热贸有限公司,小河区,贵阳市,贵州省,106,42,6,26,31,22,3460,314,3
520114550007G121440566000,贵阳黔江机械厂,小河区,贵阳市,贵州省,106,42,13,26,32,5,3579,2487,3
520114550007G162220526200,贵阳欣奇食品有限公司,小河区,贵阳市,贵州省,106,42,3,26,31,45,1411,226,3
520114550007G171437776600,贵阳航空电机有限公司,小河区,贵阳市,贵州省,106,41,48,26,31,11,3761,260000,2
520114550007G172217145000,贵阳黔江热表处理厂,小河区,贵阳市,贵州省,106,42,18,26,32,5,3460,168.9,3
520114550007G1L1288608300,贵阳小河志云汽车服务部,小河区,贵阳市,贵州省,106,42,13,26,32,6,3726,10,3
520114550007G1L1289506X00,贵阳小河神驰汽车服务部,小河区,贵阳市,贵州省,106,42,13,26,32,5,3726,3,3
520114550009G121440527300,贵州华阳电工厂,小河区,贵阳市,贵州省,106,42,26,26,30,51,3761,9700,2
520114550009G162220376900,贵州华昌汽车电器有限公司,小河区,贵阳市,贵州省,106,42,26,26,30,46,3725,5453,3
520114550009G170950113600,贵州华夏热处理材料厂,小河区,贵阳市,贵州省,106,41,57,26,31,11,2613,112,3
520114550009G171437710900,贵州贵航汽车零部件股份有限公司华阳电器厂,小河区,贵阳市,贵州省,106,42,26,26,30,49,3725,8475,2
520114550009G173098831300,贵阳华科电镀有限公司,小河区,贵阳市,贵州省,106,42,28,26,30,45,3460,817,3
520114550011G121445601100,贵州天力柴油机有限责任公司,小河区,贵阳市,贵州省,106,41,51,26,31,6,3512,3681.6,2
520114550011G121447620700,贵州电力线路器材厂,小河区,贵阳市,贵州省,106,41,54,26,31,20,3411,45806,2
520114550200G1520114G0006,贵阳小河陈明书米粉加工店,小河区,贵阳市,贵州省,106,42,22,26,30,54,1431,7.2,3
520114550208G171436861600,贵州巧媳妇食品有限公司,小河区,贵阳市,贵州省,106,43,18,26,31,53,1499,300,3
520114550208G176139900100,贵州华达安全玻璃有限公司,小河区,贵阳市,贵州省,106,43,17,26,31,48,3141,3000,3
520114550216G121452177600,贵阳南明公益机械铸造厂,小河区,贵阳市,贵州省,106,42,26,26,30,39,3591,90,3
520114550216G1520114G0546,贵阳市小河国成汽车修理场,小河区,贵阳市,贵州省,106,41,15,26,30,39,3726,6,3
520114551003G121440131X00,贵州枫阳液压有限责任公司,小河区,贵阳市,贵州省,106,42,31,26,30,14,3761,13336,2
520114551003G1520114G0069,小河小陈油品换油店,小河区,贵阳市,贵州省,106,42,35,26,30,13,3726,3,3
520114551003G171433816900,贵阳枫阳实业有限责任公司,小河区,贵阳市,贵州省,106,42,34,26,30,11,3726,12,3
520114551003G176609197000,广州化州市超力化工（集团）有限公司贵阳分公司,小河区,贵阳市,贵州省,106,42,41,26,29,37,2671,95,3
520114551003G177534064100,贵阳经济技术开发区美路工贸有限公司,小河区,贵阳市,贵州省,106,42,42,26,29,37,3121,20,3
520114551003G179528290100,贵州俊宏新劲源汽车销售服务有限公司,小河区,贵阳市,贵州省,106,40,9,26,29,49,3726,12,3
520114551008G121440502X00,贵州红林机械有限公司,小河区,贵阳市,贵州省,106,42,34,26,30,12,3761,25050,2
520114551008G172217502100,贵州红林通诚机械有限公司,小河区,贵阳市,贵州省,106,42,34,26,30,12,3725,6076.4,2
520114551012G170960737900,贵阳高山贸易公司,小河区,贵阳市,贵州省,106,40,23,26,30,9,3726,800,3
520114551012G171437884900,贵阳汇兴汽贸有限公司,小河区,贵阳市,贵州省,106,40,10,26,30,19,3726,40,3
520114551012G172210440X00,贵州乾通汽车进出口销售有限责任公司,小河区,贵阳市,贵州省,106,40,35,26,30,8,3726,9,3
520114551012G173096426600,贵阳国瑞微车维修有限公司汽车维修分公司,小河区,贵阳市,贵州省,106,39,2,26,29,47,3726,138,3
520114551012G174570357900,贵阳小河区弘田汽车维修有限责任公司,小河区,贵阳市,贵州省,106,39,2,26,29,47,3726,20,3
520114551012G175538090200,贵州乾通东远汽车销售服务有限公司,小河区,贵阳市,贵州省,106,41,39,26,30,55,3726,9,3
520114551012G177532218700,贵州海翔汽车贸易服务有限公司,小河区,贵阳市,贵州省,106,39,2,26,29,47,3726,11,3
520114551012G178015206300,贵阳立鹏汽车修理厂,小河区,贵阳市,贵州省,106,40,45,26,29,8,3726,8,3
520114551012G178016412800,贵阳阳光九龙汽车服务有限公司,小河区,贵阳市,贵州省,106,41,15,26,30,22,3726,10,3
520114551012G178017565200,贵阳自远汽车修理厂,小河区,贵阳市,贵州省,106,42,31,26,29,41,3726,0.4,3
520114551012G179525187300,贵阳小河区路发汽车修理厂,小河区,贵阳市,贵州省,106,41,15,26,30,22,3726,45,3
520114551012G179884014700,贵州浩峰汽车贸易服务有限公司,小河区,贵阳市,贵州省,106,41,15,26,30,22,3726,11,3
520114551013G1520114G0024,贵阳小河兴河汽修厂,小河区,贵阳市,贵州省,106,42,34,26,31,42,3726,24,3
520114551013G174113688800,贵阳经济技术开发区庆达汽车修理厂,小河区,贵阳市,贵州省,106,42,35,26,31,43,3726,38,3
520114551013G177534854700,贵阳汉鑫汽车销售服务有限公司,小河区,贵阳市,贵州省,106,42,35,26,31,44,3726,500,3
520114551015G152011422017,贵州亿通建材有限公司,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,40,3
520114551015G152011439109,贵阳小河博大石材经营部,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,10,3
520114551015G152011439115,贵阳小河汇龙石材经营部,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,4,3
520114551015G152011439157,贵阳小河创业石材经营部,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,6,3
520114551015G152011439199,贵阳小河恒宇石材经营部,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,1,3
520114551015G1520114g0901,贵阳小河华健石材经营部,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,10,3
520114551015G1520114g0902,贵州东辉源贸易有限公司,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,10,3
520114551015G1520114g0904,贵阳小河勇芳石材经营部,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,6,3
520114551015G1520114g0905,贵阳小河长盛石材经营部,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,5,3
520114551015G1520114g0906,贵阳小河福兴石材经营部,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,7,3
520114551015G1520114g0907,贵阳小河荣福石材经营部,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,3,3
520114551015G1520114g0908,贵阳惠众石材有限公司,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,10,3
520114551015G1520114g0909,贵州川荣建材有限公司,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,20,3
520114551015G1520114g0910,贵阳小河华盛石材经营部,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,7,3
520114551015G1520114g0911,贵阳小河福豪石材经营部,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,10,3
520114551015G1520114g0912,贵阳小河石源石材经营部,小河区,贵阳市,贵州省,106,41,15,26,30,22,3133,1,3
